case_id,reference_nandina,hs6,hs4,chapter,reference_code_in_normative_corpus,flat_recovered_at_100,hierarchical_recovered_at_200,dual_recovered_at_200,d1a_recovered_at_200,pool_recovered_at_200,exact_duplicate_historical_flag,near_duplicate_historical_flag
DA-EVAL-V02-00979,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00980,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00981,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00982,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00983,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00984,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00985,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00986,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00987,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00988,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00989,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00990,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00991,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00992,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00993,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00994,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00995,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00996,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00997,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00998,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-00999,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01000,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01001,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01002,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01003,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01004,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01005,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01006,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01007,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01008,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01009,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01010,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01011,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01012,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01013,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01014,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01015,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01016,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01017,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01018,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01019,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01020,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01021,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01022,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01023,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01024,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01025,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01026,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01028,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01029,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01030,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01031,87149900,871499,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01032,87149900,871499,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01033,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01034,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01035,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01036,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01037,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01038,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01039,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01040,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01041,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01042,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01043,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01044,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01045,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01046,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01047,87032100,870321,8703,87,True,False,False,False,True,False,False,False
DA-EVAL-V02-01048,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01049,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01050,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01051,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01052,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01053,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01054,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01055,87141090,871410,8714,87,True,False,False,False,False,False,False,False
DA-EVAL-V02-01056,87141090,871410,8714,87,True,False,False,False,False,False,False,False
