case_id,descripcion,nandina_ref,regimen,fuente_url,fecha_consulta,capitulo,partida,origen_caso,observaciones
SUNAT-0340,"RODAJE DE BOLAS,ICHIBAN,SIN MODELO, RODAM.VOLANTE DAE.TICO F8C/CHEV. UNIVERSAL BEARING DAE.TICO F8C/CHEV REPUESTOS PARA VEHICULOS ITEM: 6000-2RS",84821000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,84,8482,SUNAT_ADUANET,hoja=Hoja1; serie=7; fila_inicio=3968; fila_fin=3979; descripcion_partida=RODAMIENTOS DE BOLAS
SUNAT-0341,"COLLARIN DE EMBRAGUE,ICHIBAN,SIN MODELO, RODAMIENTO CLUTCH MIT.FUSO CLUTCH BEARING MIT.FUSO REPUESTOS PARA VEHICULOS ITEM: 60TMK20",87089399,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,87,8708,SUNAT_ADUANET,hoja=Hoja1; serie=8; fila_inicio=3980; fila_fin=3991; descripcion_partida=- - - - Las demas
SUNAT-0342,"COLLARIN DE EMBRAGUE,ICHIBAN,SIN MODELO, RODAMIENTO CLUTCH TOY. CLUTCH BEARING TOY.2C/4S/5E/COROLLA REPUESTOS PARA VEHICULOS ITEM: CB-10444",87089399,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,87,8708,SUNAT_ADUANET,hoja=Hoja1; serie=9; fila_inicio=3992; fila_fin=4003; descripcion_partida=- - - - Las demas
SUNAT-0343,"COLLARIN DE EMBRAGUE,ICHIBAN,SIN MODELO, ROD.CLUTCH MAZDA 3 1.6CC CLUTCH BEARING MAZDA 3 1.6CC REPUESTOS PARA VEHICULOS ITEM: Z601-16-530A",87089399,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,87,8708,SUNAT_ADUANET,hoja=Hoja1; serie=10; fila_inicio=4004; fila_fin=4015; descripcion_partida=- - - - Las demas
SUNAT-0344,"TENSOR DE CORREA,ICHIBAN,SIN MODELO, TEN.COR.CHE.LUV 2.2/DMAX 2.4/OPT. BELT TEN.COR.CHE.LUV 2.2/DMAX 2.4/OPT. REPUESTOS PARA VEHICULOS CODIGO: 90530124",84835000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,84,8483,SUNAT_ADUANET,"hoja=Hoja1; serie=11; fila_inicio=4016; fila_fin=4027; descripcion_partida=- Volantes y poleas, incluidos los motones"
SUNAT-0345,"COLLARIN DE EMBRAGUE,ICHIBAN,SIN MODELO, ROD.CLUTCH SUZ. CLUTCH BEARING SUZ. REPUESTOS PARA VEHICULOS ITEM: CB-10122",87089399,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,87,8708,SUNAT_ADUANET,hoja=Hoja1; serie=12; fila_inicio=4028; fila_fin=4039; descripcion_partida=- - - - Las demas
SUNAT-0346,"RODAJE DE BOLAS,ICHIBAN,SIN MODELO, RODAMIENTO SUZ.GRAN VITA.2.0 BEARING SUZ.GRAN VITA.2.0L/STEEM 1.6L. REPUESTOS PARA VEHICULOS ITEM: 6002-2NSE",84821000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,84,8482,SUNAT_ADUANET,hoja=Hoja1; serie=13; fila_inicio=4040; fila_fin=4051; descripcion_partida=RODAMIENTOS DE BOLAS
SUNAT-0347,"COLLARIN DE EMBRAGUE,ICHIBAN,SIN MODELO, RODAMIENTO CLUTCH CLUTCH BEARING TOY/DAI/DELTA/14B/V118 REPUESTOS PARA VEHICULOS ITEM: 31230-36150",87089399,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,87,8708,SUNAT_ADUANET,hoja=Hoja1; serie=14; fila_inicio=4052; fila_fin=4063; descripcion_partida=- - - - Las demas
SUNAT-0348,"COLLARIN DE EMBRAGUE,ICHIBAN,SIN MODELO, ROD.CLUTCH HINO 300/DAI.DELTA 15B- CLUTCH BEARING HINO 300/DAI.DELTA 15B- REPUESTOS PARA VEHICULOS ITEM: 31230-37010",87089399,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,87,8708,SUNAT_ADUANET,hoja=Hoja1; serie=15; fila_inicio=4064; fila_fin=4075; descripcion_partida=- - - - Las demas
SUNAT-0349,"COLLARIN DE EMBRAGUE,ICHIBAN,SIN MODELO, RODAMIENTO CLUTCH MAZ.323 1.3 1.5 CLUTCH BEARING MAZ.323 1.3/1.5 REPUESTOS PARA VEHICULOS ITEM: CB-10200",87089399,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,87,8708,SUNAT_ADUANET,hoja=Hoja1; serie=16; fila_inicio=4076; fila_fin=4087; descripcion_partida=- - - - Las demas
SUNAT-0350,"COLLARIN DE EMBRAGUE,ICHIBAN,SIN MODELO, RODAMIENTO CLUTCH NIS. CLUTCH BEARING NIS.NIS.E15/E16/GA16DS REPUESTOS PARA VEHICULOS ITEM: CB-10488",87089399,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,87,8708,SUNAT_ADUANET,hoja=Hoja1; serie=17; fila_inicio=4088; fila_fin=4099; descripcion_partida=- - - - Las demas
SUNAT-0351,"COLLARIN DE EMBRAGUE,ICHIBAN,SIN MODELO, RODAMIENTO CLUTCH MIT/HYU CLUTCH BEARING MIT/HYU.4G63/EXCEL REPUESTOS PARA VEHICULOS ITEM: CB-10233",87089399,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,87,8708,SUNAT_ADUANET,hoja=Hoja1; serie=18; fila_inicio=4100; fila_fin=4111; descripcion_partida=- - - - Las demas
SUNAT-0352,"COLLARIN DE EMBRAGUE,ICHIBAN,SIN MODELO, RODAMIENTO CLUTCH NIS.SUNNY B11 CLUTCH BEARING NIS.SUNNY B11 REPUESTOS PARA VEHICULOS ITEM: CB-10588",87089399,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,87,8708,SUNAT_ADUANET,hoja=Hoja1; serie=19; fila_inicio=4112; fila_fin=4123; descripcion_partida=- - - - Las demas
SUNAT-0353,"RODAJE DE BOLAS,ICHIBAN,SIN MODELO, RODAMIENTO TRAS.INT.TOY. BEARING REAR TOY.DYNA/COASTER REPUESTOS PARA VEHICULOS ITEM: 469/453X",84821000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,84,8482,SUNAT_ADUANET,hoja=Hoja1; serie=20; fila_inicio=4124; fila_fin=4135; descripcion_partida=RODAMIENTOS DE BOLAS
SUNAT-0354,"RODAJE DE BOLAS,ICHIBAN,SIN MODELO, RODAMIENTO RDA.DEL.HYU. FRONT ROLLER BEARING HYU. REPUESTOS PARA VEHICULOS ITEM: TR386518",84821000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,84,8482,SUNAT_ADUANET,hoja=Hoja1; serie=21; fila_inicio=4136; fila_fin=4147; descripcion_partida=RODAMIENTOS DE BOLAS
SUNAT-0355,"COLLARIN DE EMBRAGUE,ICHIBAN,SIN MODELO, RODAMIENTO CLUTCH HINO CLUTCH BEARING HINO 500/500DUTRO 06/ REPUESTOS PARA VEHICULOS ITEM: CB-10033",87089399,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,87,8708,SUNAT_ADUANET,hoja=Hoja1; serie=22; fila_inicio=4148; fila_fin=4159; descripcion_partida=- - - - Las demas
SUNAT-0356,"BOLIGRAFO,ICHIBAN,SIN MODELO, MATERIAL EXT.:POLICLORURO DE VINILO,DIMENSIONES:10.00 mm. x 10.00 mm. x 146.00 mm. MATERIAL INT.:TINTA LIQUIDA,TIPO O DUREZA:MEDIANO (1.0 MM.) DISPOSITIVO:RETRACTIL,ACCESORIOS:SIN ACCESORIO,ACABADO:CON DISEÑO PRESENTACION:CON ENVOLTURA PLASTICA de 5 piezas,PESO O VOLUMEN UNITARIO:0.50 g.,APLICACION",96081000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,96,9608,SUNAT_ADUANET,hoja=Hoja1; serie=23; fila_inicio=4160; fila_fin=4171; descripcion_partida=- Bolígrafos
SUNAT-0357,"LIBRETA,ICHIBAN,SIN MODELO, LIBRETA SIN VALOR COMERCIAL MATERIAL PUBLICITARIO CON LOGO ITEM: MP-1-LIBRETA",48201000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,48,4820,SUNAT_ADUANET,"hoja=Hoja1; serie=24; fila_inicio=4172; fila_fin=4183; descripcion_partida=LIBROS REGISTRO,LIBROS DE CONTABIL.,TALONARIOS Y ART.SIMIL."
SUNAT-0358,"BOTELLA PARA AGUA 750ML,UNICRESE,SIN MODELO, BOTELLA PARA AGUA 750ML SIN VALOR COMERCIAL MATERIAL PUBLICITARIO CON LOGO ITEM: MP-1-BOTELLA 750ML",39233099,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,39,3923,SUNAT_ADUANET,hoja=Hoja1; serie=25; fila_inicio=4184; fila_fin=4195; descripcion_partida=- - - Los demás
SUNAT-0359,"GORRA,UNICRESE,SIN MODELO, GORRAS CON LOGO ICHIBAN SIN VALOR COMERCIAL MATERIAL PUBLICITARIO CON LOGO ITEM: MP-2-CAP SERIE PUERTO EMBARQUE GUIA AEREA O B/L FEC.EMB. DECL.PREC. ITEM FEC.VCTO CERT.ORIGEN ESTADO CANT. BULTOS CLASE UNIDADES FISICAS U.F. PESO NETO (KG) PESO BRUTO (KG) MONEDA TRANSC. FOB US $ FLETE SEGURO ADV $ IGV $ IPM $ ISC $ PAIS ORIGEN PAIS ADQUISICION TRATO PREF.INT. TRATO PREF. NAC. COD. LIBER. CERT.INSPECC.1 CERT.INSPECC.2 CERT.INSPECC.3 N§ FACTURA 1 N§ FACTURA 2 N§ FACTURA 3 NANDINA DESCRIPCION DE PARTIDA ARANCELARIA NABANDINA TIPO MRGN UNIDADES COMERCIALES TIPO U.C. DESCRIPCION DE MERCANCIAS",65050090,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,65,6505,SUNAT_ADUANET,hoja=Hoja1; serie=26; fila_inicio=4196; fila_fin=4215; descripcion_partida=- Los demás
SUNAT-0360,"ESPIRAL REPELENTE,COCK,P108, COCK BRAND MOSQUITO COILS P108 60X5X5 / ESPIRAL REPELENTE PARA MOSQUITOS M/COCK // PERFUMADO CON AROMA FLORAL CAJAS X 60 SET , SET X10 UNID RES.DIR. Nº 3406-2023/DCEA/DIGESA/SA Y RES.DIR. Nº 6841-2023/DCEA/DIGESA/SA (DR:2023687872",38089119,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,38,3808,SUNAT_ADUANET,hoja=Hoja1; serie=1; fila_inicio=4216; fila_fin=4227; descripcion_partida=- - - - Los demás
SUNAT-0361,"ESPIRAL REPELENTE,COCK,Z108, COCK BRAND MOSQUITO COILS Z108 60X5X5 / ESPIRAL REPELENTE PARA MOSQUITOS M/COCK // PERFUMADO CON AROMA LIMÓN CAJAS X 60 SET , SET X10 UNID RES.DIR. Nº 3406-2023/DCEA/DIGESA/SA Y RES.DIR. Nº 6841-2023/DCEA/DIGESA/SA (DR:2023687872",38089119,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,38,3808,SUNAT_ADUANET,hoja=Hoja1; serie=2; fila_inicio=4228; fila_fin=4239; descripcion_partida=- - - - Los demás
SUNAT-0362,"ESPIRAL REPELENTE,COCK,L108, COCK BRAND MOSQUITO COILS L108 60X5X5 / ESPIRAL REPELENTE PARA MOSQUITOS M/COCK // PERFUMADO CON AROMA LAVANDA CAJAS X 60 SET , SET X10 UNID RES.DIR. Nº 3406-2023/DCEA/DIGESA/SA Y RES.DIR. Nº 6841-2023/DCEA/DIGESA/SA (DR:2023687872",38089119,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,38,3808,SUNAT_ADUANET,hoja=Hoja1; serie=3; fila_inicio=4240; fila_fin=4251; descripcion_partida=- - - - Los demás
SUNAT-0363,"ESPIRAL REPELENTE,COCK,J108, COCK BRAND MOSQUITO COILS J108 60X5X5 / ESPIRAL REPELENTE PARA MOSQUITOS M/COCK // PERFUMADO CON AROMA JAZMÍN CAJAS X 60 SET , SET X10 UNID RES.DIR. Nº 3406-2023/DCEA/DIGESA/SA Y RES.DIR. Nº 6841-2023/DCEA/DIGESA/SA (DR:2023687872 SERIE PUERTO EMBARQUE GUIA AEREA O B/L FEC.EMB. DECL.PREC. ITEM FEC.VCTO CERT.ORIGEN ESTADO CANT. BULTOS CLASE UNIDADES FISICAS U.F. PESO NETO (KG) PESO BRUTO (KG) MONEDA TRANSC. FOB US $ FLETE SEGURO ADV $ IGV $ IPM $ ISC $ PAIS ORIGEN PAIS ADQUISICION TRATO PREF.INT. TRATO PREF. NAC. COD. LIBER. CERT.INSPECC.1 CERT.INSPECC.2 CERT.INSPECC.3 N§ FACTURA 1 N§ FACTURA 2 N§ FACTURA 3 NANDINA DESCRIPCION DE PARTIDA ARANCELARIA NABANDINA TIPO MRGN UNIDADES COMERCIALES TIPO U.C. DESCRIPCION DE MERCANCIAS",38089119,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,38,3808,SUNAT_ADUANET,hoja=Hoja1; serie=4; fila_inicio=4252; fila_fin=4271; descripcion_partida=- - - - Los demás
SUNAT-0364,"PANEL PARA REVESTIMIENTO DE PAREDES ( WALL PANEL ), KUSKALLA, KSMCADAM,KSSBARD0LIN,KSSFUM3 WPC WALL PANEL 168*23*2900 MM PANEL PARA REVESTIMIENTO DE PAREDES ( WALL PANEL ) DECORAR PAREDES - INDOR WPC WALL PANEL PVC,CREDITO A 60 DIAS DE FECHA DE ARRIBO",39269090,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,39,3926,SUNAT_ADUANET,hoja=Hoja1; serie=1; fila_inicio=4272; fila_fin=4283; descripcion_partida=DEMAS MANUFACTURAS DE PLASTICO
SUNAT-0365,"ESQUINERO PARA TERMINACIONES, KUSKALLA, MIEL,KSPANELA,NIGTH,KSLINO,ONIX,LIGTH WALNUT WPC CORNER 25*25*2900 MM ESQUINERO PARA TERMINACIONES DECORAR PAREDES PVC",39269090,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,39,3926,SUNAT_ADUANET,hoja=Hoja1; serie=2; fila_inicio=4284; fila_fin=4295; descripcion_partida=DEMAS MANUFACTURAS DE PLASTICO
SUNAT-0366,"PANEL DE PVC PARA TECHO O PARED CIELO RASO, S/M, ALDER WOOD, GLOSSY WHITE , WHITE AND GOLD PVC CEILING 300*9*2900 MM PANEL DE PVC PARA TECHO O PARED CIELO RASO DECORAR PAREDES O TECHO - INDOOR PVC CELLING PVC",39259000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,39,3925,SUNAT_ADUANET,"hoja=Hoja1; serie=3; fila_inicio=4296; fila_fin=4307; descripcion_partida=DEMAS ARTIC.P/LA CONSTRUCCION,DE PLASTICO,NO EXP.OTRAS PART."
SUNAT-0367,"ESQUINERO DE PVC, S/M, ALDER WOOD, GLOSSY WHITE , WHITE AND GOLD,MERADKA PVC CORNER ESQUINERO DE PVC DECORAR PAREDES O TECHO - INDOOR PVC CELLING, TOP GRAND 2900MMX30MMX30MM PVC",39269090,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,39,3926,SUNAT_ADUANET,hoja=Hoja1; serie=4; fila_inicio=4308; fila_fin=4319; descripcion_partida=DEMAS MANUFACTURAS DE PLASTICO
SUNAT-0368,"MOLDURA DECORATIVA DE POLIURETANO, S/M, WHITE, WHITE WITH GOLD PS LINE MOLDURA DECORATIVA DE POLIURETANO DECORAR PAREDES O TECHO - 25X13X2900MM POLIURETANO",39259000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,39,3925,SUNAT_ADUANET,"hoja=Hoja1; serie=5; fila_inicio=4320; fila_fin=4331; descripcion_partida=DEMAS ARTIC.P/LA CONSTRUCCION,DE PLASTICO,NO EXP.OTRAS PART."
SUNAT-0369,"CLIPS METALICOS DE FIJACION, S/M, S/M CLIP CLIPS METALICOS DE FIJACION FIJAR , SUJETAR , ANCLAR - 4X3CM SERIE PUERTO EMBARQUE GUIA AEREA O B/L FEC.EMB. DECL.PREC. ITEM FEC.VCTO CERT.ORIGEN ESTADO CANT. BULTOS CLASE UNIDADES FISICAS U.F. PESO NETO (KG) PESO BRUTO (KG) MONEDA TRANSC. FOB US $ FLETE SEGURO ADV $ IGV $ IPM $ ISC $ PAIS ORIGEN PAIS ADQUISICION TRATO PREF.INT. TRATO PREF. NAC. COD. LIBER. CERT.INSPECC.1 CERT.INSPECC.2 CERT.INSPECC.3 N§ FACTURA 1 N§ FACTURA 2 N§ FACTURA 3 NANDINA DESCRIPCION DE PARTIDA ARANCELARIA NABANDINA TIPO MRGN UNIDADES COMERCIALES TIPO U.C. DESCRIPCION DE MERCANCIAS",83024100,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,83,8302,SUNAT_ADUANET,"hoja=Hoja1; serie=6; fila_inicio=4332; fila_fin=4350; descripcion_partida=DEMAS GUARNICIONES,HERRAJES Y SIMILARES, PARA EDIFICIOS"
SUNAT-0370,"POWER BANK, BOSSNEY, S/M BS-E5733 - CAPACIDAD: 60000 MAH, ENTRADA USB-C; 5V3A 9V3A 12V3A 15V3A; 20V3.25A, * SALIDA USB-C; 5V3A 9V3A 12V3A 15V3A 20V3.25A * SALIDA USB-A1: 5V3A 9V2A 12V1.5A 10V2.25A * SALIDA USB-A2: 5V3A 9V2A 12V1.5A 10V2.25A* SALIDA SIMULTÁNEA EN MÚLTIPLES PUERTOS: 5V3A TAMAÑO: 78*148*68MM; COLOR: NEGRO/VERDE,PAGO A CREDITO 180 DIAS FECHA DE FACTURA",85078000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,85,8507,SUNAT_ADUANET,hoja=Hoja1; serie=1; fila_inicio=4351; fila_fin=4362; descripcion_partida=- - Los demás
SUNAT-0371,"POWER BANK, BOSSNEY, S/M BS-E5724 - capac. 6000mAh ENTRADA MICRO: 5V/2A, 9V/2A, 12V/1.5A, ENTRADA TIPO-C: 5V/2.6A, 9V/2A, 12V/1.5A ENTRADA LIGHTNING: 5V/2A, 9VI2A, 12V/1.5A, SALIDA TIPO-C: 5V/3A, 9V/2.22A, 12V/1.67A SALIDA USB1/2/4: 5V/2.1A, SALIDA USB3: 5V/3A,5V/4.5A,9V/2A,12V/1.5A, SALIDA TIPO-C(LINEA):",85078000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,85,8507,SUNAT_ADUANET,hoja=Hoja1; serie=2; fila_inicio=4363; fila_fin=4374; descripcion_partida=- - Los demás
SUNAT-0372,"POWER BANK, BOSSNEY, S/M BS-E5725 - capac. 6000mAh BATERÍA MÓVIL MINIATURA ENTRADA:5V-2A, SALIDA:5V-2A TAMAÑO: 77*44*27MM, COLOR: NEGRO",85078000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,85,8507,SUNAT_ADUANET,hoja=Hoja1; serie=3; fila_inicio=4375; fila_fin=4386; descripcion_partida=- - Los demás
SUNAT-0373,"MEGAFONO, BOSSNEY, S/M BS-H9833 POTENCIA: 80W DURACION DE LA GRABACION: 278 MIN BATERIA INTEGRADA: 1500MAH, TAMAÑO: 250X230MM COLOR: NEGRO/ROJO/AZUL",85182900,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,85,8518,SUNAT_ADUANET,hoja=Hoja1; serie=4; fila_inicio=4387; fila_fin=4398; descripcion_partida=- - Los demas
SUNAT-0374,"Antena Digital HDTV, BOSSNEY, S/M BS-H9710-15M DIM.: 73*39*35 CM (L×A×H), LONGITUD DEL CABLE: 15 M, MATERIAL: TUBO DE ALUMINIO+ PLÁSTICO MÁSTIL PRINCIPAL: VARILLA CUADRADA 16 × 16 MM, TAMAÑO (PRODUCTO): 116*102*161MM,COLOR: NEG",85291090,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,85,8529,SUNAT_ADUANET,hoja=Hoja1; serie=5; fila_inicio=4399; fila_fin=4410; descripcion_partida=DEMAS ANTENAS Y REFLECTORES DE ANTENA DE CUALQUIER TIPO
SUNAT-0375,"Antena Digital HDTV, BOSSNEY, S/M BS-H9707-6M - 12 DBI DIM: 51.5*41.5*46CM (LXAXH) LONGITUD DEL CABLE: 6M TAMAÑO(PRODUCTO): 30*70MM",85291090,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,85,8529,SUNAT_ADUANET,hoja=Hoja1; serie=6; fila_inicio=4411; fila_fin=4422; descripcion_partida=DEMAS ANTENAS Y REFLECTORES DE ANTENA DE CUALQUIER TIPO
SUNAT-0376,"TELESCOPIO, BOSSNEY, S/M F50080M - Diametro Lente 80mm, Distancia Focal 600mm TELESCOPIO ASTRONOMICO, AUMENTO: 20X/50X/60X/150X REVESTIMIENTO OPTICO: REVESTIMIENTO ANTIRREFLEJANTE COLOR: BLANCO",90058000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,90,9005,SUNAT_ADUANET,hoja=Hoja1; serie=7; fila_inicio=4423; fila_fin=4434; descripcion_partida=- Los demas instrumentos
SUNAT-0377,"TELESCOPIO, BOSSNEY, S/M BC-F76 AMPLIACION: 35X-875X, DIAMETRO DE LA LENTE: 76MM DISTANCIA FOCAL: 700MM RELACION DE ENFOQUE: 11,25, COLOR: BLANCO",90058000,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,90,9005,SUNAT_ADUANET,hoja=Hoja1; serie=8; fila_inicio=4435; fila_fin=4446; descripcion_partida=- Los demas instrumentos
SUNAT-0378,"VENTALADOR D/MESA, BOSSNEY, S/M FC01-187 DIM: 65.8*57CM (LXAXH) VOLTAJE: 220V 60HZ POTENCIA: 20W, COLOR ROJO",84145100,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,84,8414,SUNAT_ADUANET,"hoja=Hoja1; serie=9; fila_inicio=4447; fila_fin=4458; descripcion_partida=VENTILADOR DE MESA,DE PIE,DE PARED,DE TECHO, POTENCIA <=125W"
SUNAT-0379,"KIT SOLAR, BOSSNEY, S/M BS-S3720-8Ah - 6 pcs (panel + 3 focos + bateria + cargador) SISTEMA DE SUMINISTRO DE ENERGIASOLAR BATERIA: 12V 8AH PLACA SOLAR: 15W 16V, COLOR NEGRO",94054190,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,94,9405,SUNAT_ADUANET,hoja=Hoja1; serie=10; fila_inicio=4459; fila_fin=4470; descripcion_partida=- - - Los demás
SUNAT-0380,"CONVERTIDOR D/ENERGIA, BOSSNEY, S/M BS-MPT12V1KW DIM: 34*30*15CM (LXAXH) TAMAÑO(PRODUCTO):290*240*91MM COLOR: BLANCO",85045090,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,85,8504,SUNAT_ADUANET,hoja=Hoja1; serie=11; fila_inicio=4471; fila_fin=4482; descripcion_partida=DEMAS BOBINAS DE REACTANCIA Y AUTOINDUCCION
SUNAT-0381,"CONVERTIDOR D/ENERGIA, BOSSNEY, S/M BS-MPT24V3.5KW DIM: 46*37*17CM (LXAXH) TAMAÑO(PRODUCTO): 358*295*100MM COLOR: BLANCO+AMARILLO",85045090,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,85,8504,SUNAT_ADUANET,hoja=Hoja1; serie=12; fila_inicio=4483; fila_fin=4494; descripcion_partida=DEMAS BOBINAS DE REACTANCIA Y AUTOINDUCCION
SUNAT-0382,"LINTERNA, BOSSNEY, S/M BS-L3389 DIM: 60.5*39.5*57.3CM POTENCIA: 5W BATERIA INTEGRADA: 12000MAH, TAMAÑO: 40X40X148MM",85131090,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,85,8513,SUNAT_ADUANET,hoja=Hoja1; serie=13; fila_inicio=4495; fila_fin=4506; descripcion_partida=DEMAS LAMPARAS ELECTRICAS PORTATILES CON PROPIA FUENTE EN
SUNAT-0383,"LINTERNA, BOSSNEY, S/M BS-L3387 DIM: 57*43.3*87CMM (LXAXH), POTENCIA: 5W BATERIA INTEGRADA: 1200MAH TAMAÑO: 60X143MM COLOR: NEGRO/PLATA",85131090,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,85,8513,SUNAT_ADUANET,hoja=Hoja1; serie=14; fila_inicio=4507; fila_fin=4518; descripcion_partida=DEMAS LAMPARAS ELECTRICAS PORTATILES CON PROPIA FUENTE EN
SUNAT-0384,"LAMPARA D/ ESCRITORIO 7w, BOSSNEY, S/M BS-L3395 DIM: 68.5*55*42.5CM(LXAXH) 32LED, CARGA TYPE-C, BATERIA: 2400 MAH TAMAÑO: 75.6X56X167MM, COLOR: BLANCO+AMARILLO/ BLANCO+AZUL",94052900,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,94,9405,SUNAT_ADUANET,hoja=Hoja1; serie=15; fila_inicio=4519; fila_fin=4530; descripcion_partida=- - Las demás
SUNAT-0385,"PARLANTE P/AUTO, BOSSNEY, S/M BS-C4110-4TT DIM: 51*37*23CM 4"" TWEETER DE BULETO PROFESIONAL 2000W, COLOR: PLATA",85182200,10,http://www.aduanet.gob.pe/aduanas/informgest/sgdespa.htm#REGIMENES_DEFINITIVOS,2026-06-13,85,8518,SUNAT_ADUANET,hoja=Hoja1; serie=16; fila_inicio=4531; fila_fin=4542; descripcion_partida=CAJAS ACUSTICAS CON VARIOS ALTAVOCES
