case_id,reference_nandina_for_evaluation,top3_codes,top3_contains_reference,top1_has_exact_evidence,top2_has_exact_evidence,top3_has_exact_evidence,exact_evidence_candidates,hs6_evidence_candidates,hs4_evidence_candidates,chapter_evidence_candidates,precedent_coverage_candidates,traceability_complete_candidates
DA-EVAL-V02-00552,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00553,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00554,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00555,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00556,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00557,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00558,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00559,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00560,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00561,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00562,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00563,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00564,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00565,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00566,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00567,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00568,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00569,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00570,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00571,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00572,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00573,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00574,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00575,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00576,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00577,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00578,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00579,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00580,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00581,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00582,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00583,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00584,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00585,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00586,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00587,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00588,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00589,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00590,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00591,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00592,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00593,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00594,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00595,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00596,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00597,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00598,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00599,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00600,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00601,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00602,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00603,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00604,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00605,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00606,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00607,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00608,87087010,87083029|87087010|87081000,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00609,87087010,87083029|87087010|87081000,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00610,87087010,87083029|87087010|87081000,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00611,87087010,87083029|87087010|87081000,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00612,87089999,87084010|87089400|87084090,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00613,87089929,87089929|87149400|87084090,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00614,87089999,87149900|87089999|87089399,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00615,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00616,87089999,87089999|87149900|87141090,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00617,87087020,87083029|87149400|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00618,87089999,87089999|87088020|87083029,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00619,87089999,87149900|87141090|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00620,87089999,87141090|87083029|87085011,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00621,87032100,87032100|87046010|87116000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00622,87089999,87083029|87089999|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00623,87089929,87089929|87149400|87084090,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00624,87087020,87083029|87149400|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00625,87089999,87089999|87083029|87089400,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00626,87087020,87083029|87149400|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00627,87089999,87089999|87088020|87083029,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00628,87083029,87149900|87083010|87083029,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00629,87083029,87149900|87083029|87083010,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00630,87081000,87149900|87149400|87088020,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00631,87082100,87082100|87168090|87083022,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00632,87082910,87082920|87082930|87089939,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00633,87082920,87141090|87168090|87089999,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00634,87082920,87082990|87089999|87085021,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00635,87082920,87082920|87089999|87089931,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00636,87088020,87089999|87088020|87085021,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00637,87082990,87089911|87082920|87149300,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00638,87081000,87168090|87081000|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00639,87082920,87082920|87087020|87081000,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00640,87082990,87082920|87081000|87168090,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00641,87082940,87082940|87149900|87082920,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00642,87082910,87082930|87081000|87082990,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00643,87082910,87082930|87081000|87082990,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00644,87082910,87089929|87082930|87081000,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00645,87082910,87082930|87141090|87081000,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00646,87082910,87081000|87082930|87141090,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00647,87082910,87089929|87082930|87141090,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00648,87082910,87082930|87141090|87082990,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00649,87082910,87082930|87141090|87082920,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00650,87082910,87089929|87082930|87141090,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00651,87082910,87082930|87141090|87089929,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00652,87082910,87082930|87141090|87089929,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00653,87082910,87082930|87141090|87089929,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00654,87082990,87089400|87082910|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00655,87082990,87089400|87082910|87082920,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00656,87082990,87089400|87082910|87082920,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00657,87082990,87089400|87082910|87082920,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00658,87082990,87089400|87082910|87082920,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00659,87082990,87089400|87082910|87082920,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00660,87082990,87089400|87082910|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00661,87087020,87087020|87089400|87082990,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00662,87082990,87082910|87082990|87089400,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00663,87081000,87082920|87079090|87085011,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00664,87081000,87082920|87079090|87085011,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00665,87081000,87082920|87079090|87085011,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00666,87081000,87082920|87079090|87085011,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00667,87081000,87082920|87079090|87085011,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00668,87081000,87082920|87079090|87085011,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00669,87082990,87089400|87082910|87082920,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00670,87082990,87089400|87082910|87082920,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00671,87032390,87032290|87034090|87032390,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00672,87032290,87032290|87034090|87032100,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00673,87032290,87032290|87034090|87032100,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00674,87032290,87032290|87034090|87032390,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00675,87042110,87042110|87046090|87034090,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00676,87042110,87042110|87032290|87032390,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00677,87042110,87042110|87032290|87038090,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00678,87032290,87032290|87034090|87032390,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00679,87032290,87032290|87031000|87032100,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00680,87042110,87042110|87032390|87046090,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00681,87032390,87032390|87032290|87038090,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00682,87032390,87032290|87034090|87032390,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00683,87032290,87032290|87034090|87032390,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00684,87032290,87032290|87038090|87034090,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00685,87042110,87032290|87042110|87034090,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00686,87042110,87042110|87032290|87032390,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00687,87032290,87032290|87034090|87032100,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00688,87089400,87089929|87089400|87082990,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00689,87089400,87089929|87089400|87082990,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00690,87083029,87089999|87082990|87088020,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00691,87081000,87085011|87081000|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00692,87082920,87089999|87082990|87088020,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00693,87082920,87085011|87089999|87082990,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00694,87082920,87082920|87082990|87089999,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00695,87089400,87089400|87089100|87088020,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00696,87082920,87082920|87089999|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00697,87088020,87085011|87089999|87082990,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00698,87082990,87082990|87082930|87089999,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00699,87082990,87082930|87081000|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00700,87089200,87089200|87089999|87082990,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00701,87089999,87089999|87081000|87082990,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00702,87085011,87085011|87089999|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00703,87089400,87089999|87089400|87084010,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00704,87083029,87089400|87083029|87084090,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00705,87088020,87089999|87082990|87088020,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00706,87089939,87089939|87082920|87088020,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00707,87082910,87082910|87089999|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00708,87089921,87089929|87089921|87089999,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00709,87089939,87089999|87083029|87089399,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00710,87089400,87089399|87083029|87089999,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00711,87089939,87089999|87141090|87089400,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00712,87089939,87082990|87149900|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00713,87089399,87089400|87089310|87089932,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00714,87089399,87089400|87089310|87089932,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00715,87089399,87083029|87149400|87141090,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00716,87089939,87141090|87083029|87089999,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00717,87089939,87141090|87083029|87089999,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00718,87083029,87089999|87149290|87141090,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00719,87083029,87089999|87149290|87141090,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00720,87083029,87089999|87149290|87149900,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00721,87089939,87084090|87082990|87084010,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00722,87089999,87141090|87083029|87149300,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00723,87084090,87084090|87141090|87089399,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00724,87089999,87149300|87141090|87149400,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00725,87089999,87149300|87141090|87149400,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00726,87088020,87088020|87149290|87141090,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00727,87083029,87089999|87149290|87089400,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00728,87083029,87089999|87149290|87141090,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00729,87083029,87089999|87149290|87141090,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00730,87083029,87089999|87141090|87089400,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00731,87089399,87149400|87141090|87082990,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00732,87089939,87089400|87089933|87141090,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00733,87089399,87082990|87089399|87089999,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00734,87089399,87089999|87083022|87089200,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00735,87083029,87083029|87083010|87083022,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00736,87083029,87083029|87089939|87083022,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00737,87089999,87089999|87083022|87149400,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00738,87083029,87141090|87149300|87149400,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00739,87082920,87141090|87089929|87082990,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00740,87089500,87089999|87088090|87088020,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00741,87088090,87089929|87089400|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00742,87088090,87089929|87089999|87089919,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00743,87082990,87089999|87082920|87081000,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00744,87082990,87089999|87082920|87081000,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00745,87082920,87141090|87089929|87082990,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00746,87088090,87089919|87088020|87089999,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00747,87088090,87082910|87082920|87089929,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00748,87088090,87082910|87082920|87089929,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00749,87089400,87141090|87089999|87089929,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00750,87083029,87083022|87089929|87084090,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00751,87089391,87089391|87141090|87149400,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00752,87089391,87089391|87149400|87141090,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00753,87088020,87089929|87088020|87141090,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00754,87089999,87082990|87149900|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00755,87089999,87082990|87149900|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00756,87089999,87089999|87089399|87149900,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00757,87083029,87088020|87082990|87089999,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00758,87083029,87088020|87082990|87089999,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00759,87089400,87089929|87141090|87089999,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00760,87083029,87089929|87083029|87084090,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00761,87083029,87083022|87083029|87084090,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00762,87088020,87089929|87088020|87082920,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00763,87089999,87089929|87141090|87084090,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00764,87084090,87089929|87084090|87089999,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00765,87089999,87116000|87089999|87141090,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00766,87084090,87084090|87089929|87089400,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00767,87089999,87116000|87089999|87141090,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00768,87082990,87141090|87089929|87081000,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00769,87082990,87141090|87089929|87081000,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00770,87089500,87089999|87088090|87088020,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00771,87089400,87089929|87089400|87082990,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00772,87089100,87149400|87149900|87089999,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00773,87087020,87149400|87141090|87089929,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00774,87141090,87116000|87082990|87089999,0,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00775,87089400,87089400|87083022|87142000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00776,87089400,87089400|87083022|87142000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00777,87089400,87089400|87083022|87142000,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00778,87087010,87087010|87099000|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00779,87087010,87087010|87099000|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00780,87089950,87089950|87082920|87089999,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00781,87087020,87087020|87089999|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00782,87089999,87089999|87088020|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00783,87089200,87089200|87089999|87082990,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00784,87084090,87084010|87084090|87087010,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00785,87082990,87082920|87082990|87088020,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00786,87088020,87088020|87082990|87089999,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00787,87087010,87087010|87089999|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00788,87089100,87089100|87079090|87082990,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00789,87083029,87083029|87083021|87089999,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00790,87084010,87084010|87084090|87089999,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00791,87082910,87082910|87089999|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00792,87089929,87089929|87089921|87085011,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00793,87082100,87082100|87089999|87082990,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00794,87089400,87089400|87089939|87089999,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00795,87082920,87082920|87088020|87089999,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00796,87089100,87089100|87089999|87082990,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00797,87082990,87082990|87089999|87088020,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00798,87089939,87082920|87089939|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00799,87083025,87083029|87083021|87089999,0,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00800,87085011,87085011|87089929|87089100,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00801,87085011,87085011|87089929|87089100,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00802,87082990,87089999|87082990|87088020,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00803,87089999,87089999|87082990|87088020,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00804,87082990,87082990|87089999|87088020,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00805,87082920,87082920|87089999|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00806,87082990,87082990|87089999|87088020,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00807,87088020,87088020|87089100|87089400,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00808,87082920,87082920|87089999|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00809,87082930,87082930|87088020|87082920,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00810,87089999,87089999|87082990|87088020,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00811,87081000,87081000|87089999|87082990,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00812,87084090,87084090|87084010|87083029,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00813,87083029,87083029|87084090|87083021,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00814,87085011,87085011|87089929|87089999,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00815,87081000,87089100|87089400|87088020,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00816,87082930,87082930|87089999|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00817,87089999,87089999|87082990|87088020,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00818,87082920,87082920|87089999|87082990,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00819,87082920,87082920|87082990|87089999,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00820,87089100,87089100|87089400|87088020,1,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00821,87089999,87089999|87082990|87088020,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00822,87089999,87089999|87082990|87088020,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00823,87089999,87089999|87081000|87082990,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00824,87088020,87088020|87082930|87089999,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00825,87082940,87089100|87089400|87088020,0,1,1,1,3,1,3,3,3,3
DA-EVAL-V02-00826,87083021,87083021|87083029|87089999,1,1,1,1,3,3,3,3,3,3
DA-EVAL-V02-00827,87089950,87089950|87082920|87089100,1,1,1,1,3,2,3,3,3,3
DA-EVAL-V02-00828,87082990,87082990|87087010|87089399,1,1,1,1,3,3,3,3,3,3
